Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Administração Regional de Samambaia;9114;200378;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8691;Caneta marca texto, material corpo: plástico, cor: amarela;un;120,0000;0,0000;66,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200379;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8692;Caneta marca texto, material corpo: plástico, cor: verde;un;120,0000;0,0000;63,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200380;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8693;Caneta marca texto, material corpo: plástico, cor: rosa;un;120,0000;0,0000;63,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200381;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8694;Caneta marca texto, material corpo: plástico, cor: laranja;un;120,0000;0,0000;63,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200382;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8696;Lápis preto, material corpo: madeira, material carga: grafite ultra resistente hb nº 02;un;10,0000;12,0000;120,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200383;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8702;Caneta esferográfica, material corpo: caneta esferográfica , tampa ventilada, corpo sextavado, ponta em esfera de tungstênio, cor: preta.;un;240,0000;0,0000;117,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200384;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8703;Caneta esferográfica, material corpo: caneta esferográfica , tampa ventilada, corpo sextavado, ponta em esfera de tungstênio, cor: vermelha.;un;120,0000;0,0000;62,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200385;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8704;Caneta esferográfica, material corpo: caneta esferográfica , tampa ventilada, corpo sextavado, ponta em esfera de tungstênio, cor: azul.;un;360,0000;0,0000;165,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200386;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8751;Pincel , tipo: marcador para quadro branco, corpo plástico, recarregável, ponta redonda de no mínimo 4 mm, tamanho: mínimo de 10cm, cor: preta;un;60,0000;22,0000;1374,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200387;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.8791;Estilete, material: corpo em polipropileno, cor: a escolher, tipo lâmina: em aço, características adicionais: lâmina larga de 18mm e com trava de segurança.;un;60,0000;1,0000;117,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200388;Material;01;Combustíveis e Lubrificantes Automotivos;Outros;Material;30.01.00.002;Lubrificantes automotivos;;;3.3.90.30.01.00.002.8819;Óleo lubrificante multiviscoso motores gasolina e a álcool,nível desempenho: api sn/sm ou superior, grau viscosidade: sae 10w/40, características adicionais: semisintético.;l;15,0000;60,0000;900,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200389;Material;01;Combustíveis e Lubrificantes Automotivos;Outros;Material;30.01.00.002;Lubrificantes automotivos;;;3.3.90.30.01.00.002.8865;Óleo lubrificante multiviscoso motor diesel,nível desempenho: api cf ou superior, grau viscosidade: sae 15w40, aplicação: motores à diesel de alta potência, superalimentados ou turboalimentados, que operam em condições severas.;l;10,0000;60,0000;600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200390;Material;01;Combustíveis e Lubrificantes Automotivos;Outros;Material;30.01.00.002;Lubrificantes automotivos;;;3.3.90.30.01.00.002.8915;Óleo lubrificante sistema transmissão câmbio e diferencial,grau viscosidade: sae 90, nível desempenho: api - gl-5 ou superior, unidade de fornecimento: frasco com 1 litro;fr;10,0000;18,0000;180,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200391;Material;01;Combustíveis e Lubrificantes Automotivos;Outros;Material;30.01.00.002;Lubrificantes automotivos;;;3.3.90.30.01.00.002.8941;Óleo lubrificante sintético motores gasolina e a álcool,nível desempenho: api - sl/sm/sn ou superior, grau viscosidade: sae 5w30.;l;25,0000;18,0000;450,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200392;Material;01;Combustíveis e Lubrificantes Automotivos;Outros;Material;30.01.00.002;Lubrificantes automotivos;;;3.3.90.30.01.00.002.8948;Óleo lubrificante motor quatro tempos,combustível: diesel, nível desempenho: api cf ou superior, grau de viscosidade: 15w40, unidade de fornecimento: balde de 20 litros.;bde;13,0000;60,0000;780,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200393;Material;01;Combustíveis e Lubrificantes Automotivos;Outros;Material;30.01.00.003;Graxas;;;3.3.90.30.01.00.003.8951;Graxa lubrificante múltiplas aplicações automotivas, composição: à base de sabão de cálcio, grau viscosidade: sae nl gi-2, aplicação: múltiplas aplicações automotivas, unidade de fornecimento: tambor de 170 quilogramas;tbr;1,0000;2400,0000;2400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200394;Material;04;Gás Engarrafado;Outros;Material;30.04.00.001;Gás Liquefeito de Petróleo;;;3.3.90.30.04.00.001.43316;GÁS LIQUEFEIRO DE PETRÓLEO - GLP, Descrição: gás propano e butano, unidade de fornecimento: botijão com 13 kg.;bot;45,0000;90,0000;4050,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200395;Material;04;Gás Engarrafado;Outros;Material;30.04.00.001;Gás Liquefeito de Petróleo;;;3.3.90.30.04.00.001.43317;GÁS LIQUEFEIRO DE PETRÓLEO - GLP, Descrição: gás propano e butano, unidade de fornecimento: cilindro com 45 kg.;cil;7,0000;200,0000;1400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200396;Material;07;Gêneros de Alimentação;Outros;Material;30.07.00.001;Águas minerais, Gelo, refrigerantes, sucos e café;;;3.3.90.30.07.00.001.9275;Café torrado e moído,marcas de referência: *, características: do tipo arábica,grãos selecionados,embalado a vácuo e de primeira qualidade, unidade de fornecimento: pacote de 500 gramas.;pct;400,0000;25,0000;10000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200397;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9297;Colchonete ginástica, material: espuma interna em poliuretano, características mínimas: d28,capa externa de couro ou corino, medidas: 90 x 40 x 03 cm, cor: preto.;un;15,0000;16,0000;240,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200398;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9299;Rede futsal, material: nylon, tamanho: oficial, fio: 4 mm, medidas: 3,20 x 2,10.;un;13,0000;150,0000;1950,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200399;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9307;Bola futebol campo, material: couro pu, tamanho: oficial, nº4, cor: branca, características adicionais: com válvula removível e lubrificada, categoria: infantil, peso: 360g a 390g, circunferência: 64 à 67;un;20,0000;40,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200400;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9309;Bola handebol, material: confeccionada em pu, gênero: feminino, tamanho: entre 54-56 cm de diâmetro, características técnicas mínimas: costurada, com 32 gomos.;un;12,0000;43,0000;522,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200401;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9310;Bola handebol, material: confeccionada em pu, gênero: masculino, tamanho: entre 58-60 cm de diâmetro, características técnicas mínimas: costurada, com 32 gomos.;un;12,0000;45,0000;546,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200402;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9312;Bola basquetebol, material: microfibra, categoria: oficial adulto feminino, características técnicas mínimas: matrizada.;un;15,0000;30,0000;457,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200403;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9313;Bola basquetebol, material: microfibra, categoria: oficial adulto masculino, características técnicas mínimas: matrizada.;un;15,0000;30,0000;457,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200404;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9317;Bola tênis de mesa, material: acetato de celulóide, tamanho: oficial, 40 mm, unidade de fornecimento: embalagem com 03 unidades.;emb;12,0000;3,0000;36,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200405;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9318;Raquete tenis de mesa, aplicação: ping pong, material: madeira com os dois lados emborrachados, unidade de fornecimento: par;par;12,0000;10,0000;125,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200406;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9321;Jogo de damas, material tabuleiro: em madeira, material peças: em plástico, medidas: 30x30 cm;jg;15,0000;7,0000;109,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200407;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9324;Rede tênis de mesa, material: nylon, tamanho: oficial, características adicionais: sem suporte;un;14,0000;15,0000;219,9800;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200408;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9327;Suporte para mesa de ping - pong, material: metal, características mínimas: kit com 02 suportes e rede para tênis. Com altura de 11cm e profundidade de 27cm.;kit;12,0000;20,0000;240,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200409;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9330;Bola futebol de areia, tamanho: circunferência 68 a 70 cm, peso: 410 a 440 g, características adicionais: miolo substituível, material: bola matrizada em pu.;un;32,0000;75,0000;2405,1200;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200410;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9416;Livro ata, material capa: papel cartão (capa dura), altura: 33 cm, largura: 22 cm, características adicionais: folhas numeradas, unidade de fornecimento: livro com 100 folhas;un;12,0000;13,0000;162,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200411;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9454;Tesoura, material: aço inoxidável, tipo ponta: ponta arredondada, tamanho: mínimo de 8 pol, aplicação: escolar, características adicionais: rebite maciço;un;50,0000;7,0000;350,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200412;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9455;Peador de papel, material: metal, tamanho grampo: 26/6 mm, tipo: mesa;un;40,0000;30,0000;1200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200413;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9457;Grampeador de papel, material: metal, tamanho grampo: 26/6 mm, tipo: mesa, características adicionais: para no mínimo 25 folhas;un;40,0000;30,0000;1200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200414;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9474;Fita adesiva, material: acetato transparente, largura: 45 mm, comprimento: 45m, tipo face: monoface, tipo: para empacotamento, unidade de fornecimento: rolo com 45 metros.;rl;120,0000;5,0000;718,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200415;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9478;Fita adesiva, material: crepe, largura: 24 mm, comprimento: 50m, tipo face: monoface, unidade de fornecimento: rolo com 50 metros.;rl;120,0000;2,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200416;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9479;Fita adesiva, material: crepe, largura: 48 mm, comprimento: 50m, tipo face: monoface, unidade de fornecimento: rolo com 50 metros.;rl;170,0000;9,0000;1557,9000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200417;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9487;Apagador, material corpo: plástico, material base: feltro, aplicação: quadro branco não magnético, dimensões mínimas:15 x 4,5 x 2,5 cm;un;20,0000;2,0000;50,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200418;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9489;Régua, material: plástico transparente, espessura: 2 mm, graduação: em milímetros, comprimento: 30 cm;un;30,0000;2,0000;75,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200419;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9499;Pincel atômico, material corpo: plástico, cor: azul, tipo ponta: chanfrada;un;60,0000;9,0000;586,2000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200420;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9500;Pincel atômico, material corpo: plástico, cor: vermelha, tipo ponta: chanfrada;un;60,0000;8,0000;531,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200421;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9502;Tinta para carimbo, material tubo: plástico, cor: azul, aplicação: para almofada carimbo, unidade de fornecimento: frasco com 40 ml.;fr;10,0000;6,0000;60,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200422;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9511;Clipe, material: metal, tratamento superficial: niquelado, tamanho: nº 6/0, unidade de fornecimento: caixa com 50 unidades;cx;36,0000;2,0000;74,5200;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200423;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9513;Clipe, material: metal, tratamento superficial: niquelado, tamanho: nº 04, unidade de fornecimento: caixa com 100 unidades;cx;50,0000;5,0000;250,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200424;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9514;Clipe, material: metal, tratamento superficial: niquelado, tamanho: nº 08, unidade de fornecimento: caixa com 25 unidades;cx;36,0000;1,0000;58,3200;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200425;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9521;Clipe, material: metal, presilha: em aço inoxidável, tipo: binder, tamanho: 32mm, unidade de fornecimento: caixa com 12 unidades.;cx;50,0000;5,0000;250,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200426;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9523;Cola, material: silicone, apresentação: bastão fino, aplicação: pistola aplicadora de cola quente, unidade de fornecimento: pacote com 01 kg.;un;10,0000;50,0000;500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200427;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9524;Cola, material: silicone, apresentação: bastão grosso, aplicação: pistola aplicadora de cola quente, unidade de fornecimento: pacote com 01 kg.;un;10,0000;60,0000;600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200428;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9526;Cola, material: pvp, apresentação: bastão, características adicionais: lavável, atóxica, unidade de fornecimento: tubo com no mínimo 10 gramas;tb;30,0000;2,0000;75,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200429;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9531;Cola, material: plástica, apresentação: adesivo instantânea, aplicação: múltipla,  unidade de fornecimento: tubo com no mínimo 20 gramas.;tb;30,0000;3,0000;105,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200430;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9532;Caneta marca texto, material corpo: plástico, cor: azul;un;120,0000;0,0000;66,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200431;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9553;Alfinete, material: aço, cabeça plástico colorida, tamanho: 10mm, aplicação: mapa, unidade de fornecimento: caixa com 50 unidades;cx;60,0000;4,0000;299,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200432;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9556;Apontador de lápis, material: corpo plástico e lâmina de aço temperado, aplicação: escolar, características adicionais: um furo, sem depósito, tipo: manual.;un;30,0000;2,0000;75,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200433;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9570;Grampo para grampeador, material: arame de aço, tratamento superficial: galvanizado, tamanho: 26/6mm, unidade de fornecimento: caixa com 5000 unidades.;cx;30,0000;12,0000;360,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200434;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9572;Extrator de grampos, material: metal, tratamento superficial: niquelado, tipo: espátula;un;60,0000;1,0000;89,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200435;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9575;Etiqueta auto-adesiva, material: celulose vegetal em adesivo sintético, tamanho etiqueta: mínimo 12,7 x 44,45 mm, cor: branca, características adicionais: papel carta, unidade de fornecimento: caixa com 25 folhas, contendo 80 etiquetas por folha.;cx;5,0000;5,0000;25,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200436;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9583;Bloco adesivo, material: papel, gramatura: aproximadamente 75 g/m², cor: amarela, dimensões mínimas: 38 x 50 mm, tipo: bloco de recado autoadesivo destacável, unidade de fornecimento: embalagem com 4 blocos com 100 folhas cada.;emb;60,0000;4,0000;256,2000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200437;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9585;Prancheta, material: madeira, material prendedor: metalico, formato: ofício.;un;24,0000;3,0000;88,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200438;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9586;Prancheta, material: acrílico, material prendedor: metalico, formato: ofício;un;36,0000;10,0000;378,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200439;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9590;Caderno escolar, material: celulose vegetal, tipo: brochura, características adicionais: capa flexível, com pautas, quantidade folhas: 96, dimensões: 14cm x 21cm, cor capa: a escolher;un;60,0000;6,0000;399,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200440;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9599;Pincel , tipo: marcador para quadro branco, corpo plástico, recarregável, ponta redonda de no mínimo 4 mm, tamanho: mínimo de 10cm, cor: verde;un;60,0000;8,0000;528,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200441;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9602;Agenda executiva,medidas: 135 x 192mm, características adicionais: agenda anual permanente, tipo: pautada, modelo profissional;un;60,0000;16,0000;990,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200442;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9603;Caderno desenho, tipo: espiral com arame galvanizado 0,80mm, dimensões: 200mm x 140mm, em papel off-set, branco, gramatura mínima: 63g/m, capa e contracapa: flexíveis, quantidade folhas: 48 folhas.;un;60,0000;15,0000;918,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200443;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9623;Grampeador, material: metal, tipo: de mesa, referência grampo: 26/6 mm, capacidade grampeamento: mínimo de 25 folhas.;un;36,0000;7,0000;262,4400;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200444;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9626;Pistola para cola, aplicação: cola de silicone a quente, funcionamento: elétrica, voltagem: 220 v, potência: 15 w, capacidade: uso de bastão fino.;un;5,0000;9,0000;48,8500;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200445;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9627;Pistola para cola, aplicação: cola de silicone a quente, funcionamento: elétrica, voltagem: 110/220 v, potência: 40 w, capacidade: uso de bastão grosso.;un;5,0000;14,0000;74,2500;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200446;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9628;Bloco cubo de lembrete ,gramatura: papel mínima 90g, dimensões mínimas: 83 x 83mm, tipo: sem pauta, unidade de fornecimento: bloco com no mínimo 600 unidades;bl;36,0000;7,0000;286,9200;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200447;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9642;Reabastecedor de pincel, descrição: para quadro branco, material: plástico, cor: preta, unidade de fornecimento: tubo com no mínimo 40 ml;tb;24,0000;0,0000;14,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200448;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9644;Reabastecedor de pincel, descrição: para quadro branco, material: plástico, cor: verde, unidade de fornecimento: tubo com no mínimo 40 ml;tb;24,0000;1,0000;42,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200449;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9645;Reabastecedor de pincel, descrição: reabastecedor de pincel, descrição: para quadro branco, material: plástico, cor: vermelha, unidade de fornecimento: tubo com no mínimo 20 ml.;tb;24,0000;3,0000;87,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200450;Material;16;Material de Expediente;Outros;Material;30.16.00.001;Material de uso administrativo;;;3.3.90.30.16.00.001.9647;Porta clipe, descrição: confeccionado em acrílico, características adicionais: com imã, cor: fumê.;un;20,0000;8,0000;177,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200451;Material;16;Material de Expediente;Outros;Material;30.16.00.004;Impressos e formulários em geral;;;3.3.90.30.16.00.004.9687;Envelope, material: papel kraft, apresentação: fosco, altura: 310mm, largura: 410mm, gramatura: 80 g/m², cor: natural (pardo);un;240,0000;0,0000;60,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200452;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9690;Papel carbono, material: película de poliéster (filme), comprimento: 297 mm, largura: 210 mm, cor: preta, tipo face: monoface, unidade de fornecimento: caixa com 100 folhas;cx;5,0000;22,0000;114,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200453;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9694;Cartolina, material: celulose vegetal, gramatura: 180 g/m², comprimento: 73 cm, largura: 55 cm, cor: branca;fl;60,0000;0,0000;39,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200454;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9695;Cartolina, material: celulose vegetal, gramatura: 180 g/m², comprimento: 73 cm, largura: 55 cm, cor: azul;fl;60,0000;0,0000;39,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200455;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9696;Cartolina, material: celulose vegetal, gramatura: 180 g/m², comprimento: 73 cm, largura: 55 cm, cor: verde;fl;60,0000;0,0000;39,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200456;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.41029;ALICATE DE CRIMPAR, Descrição: alicate multifuncional para crimpagem de conectores telefônicos e de rede, compatível com os padrões RJ11, RJ45, mecanismo de catraca para controle da pressão aplicada e melhor eficiência na operação, com funções adicionais de corte e decapagem de cabos, corpo fabricado em aço com acabamento anticorrosivo e cabo anatômico, revestido em material emborrachado antideslizante, proporcionando maior conforto e segurança ao operador.;un;20,0000;10,0000;200,0000;0,0000;02/09/2026
