Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Administração Regional de Samambaia;9114;200457;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9331;Jogo de xadrez, material: tabuleiro em madeira, características adicionais: com peças de plástico, tamanhos oficiais: sendo o rei com 10 cm, dimensões: 30 x 30 cm;jg;12,0000;41,0000;503,6400;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200458;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9337;Bola futebol de salão, características técnicas mínimas: com câmara butil e matrizada, material: couro macio ou outro material sintético, peso: entre 400-450 g, diâmetro: entre 60-64 cm.;un;12,0000;42,0000;510,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200459;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9338;Bola voleibol areia, material: couro flexível ou sintético categoria: adulto,, características técnicas mínimas: câmara interior de borracha ou material similar. Circunferência: 66 a 68 cm, peso: 260 a 280 g.;un;12,0000;46,0000;552,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200460;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9342;Rede de volei , características técnicas mínimas: malhas quadradas pretas,fio duplo,número 06,cabo de aço,varetas,lonas e esticador na borda superior, medidas mínimas: 01 m de altura x 9,5 a 10 m de comprimento.;un;12,0000;109,0000;1316,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200461;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9348;Aro de ginástica rítmica , características técnicas mínimas: com 78 a 80 cm de diâmetro, confeccionado em pvc e encapado com fita autoadesiva.;un;10,0000;40,0000;409,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200462;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9362;Jogo de varetas, características mínimas: com 31 varetas de plástico;jg;12,0000;6,0000;73,0800;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200463;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9697;Cartolina, material: celulose vegetal, gramatura: 180 g/m², comprimento: 73 cm, largura: 55 cm, cor: rosa;fl;60,0000;0,0000;39,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200464;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9698;Cartolina, material: celulose vegetal, gramatura: 180 g/m², comprimento: 73 cm, largura: 55 cm, cor: amarela;fl;60,0000;0,0000;39,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200465;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9708;Papel couchê, material: celulose vegetal, gramatura: 180 g/m², tipo: liso fosco, cor: branca, comprimento: 297 mm, largura: 210 mm, formato: a4, unidade de fornecimento: pacote com 50 folhas;pct;5,0000;15,0000;75,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200466;Material;16;Material de Expediente;Outros;Material;30.16.00.006;Papéis;;;3.3.90.30.16.00.006.9723;PAPEL SULFITE A4, Descrição: formato 210x297mm, gramatura de 75g/m², cor branca, produzido com 100% de fibras provenientes de florestas renováveis, com certificação FSC, Cerflor ou equivalente. Unidade de fornecimento: resma com 500 folhas.;res;320,0000;19,0000;6368,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200467;Material;17;Material de Informática;Outros;Material;30.17.00.003;Suprimentos para informática;;;3.3.90.30.17.00.003.9876;Pen drive, capacidade: armazenamento e memória de 16gb, características adicionais: interface usb 2.0 ou superior, compatível com sistema operacional microsoft windows 7 professional, microsoft windows 8.0,linux (kernel 2.4 ou versões superiores).;un;10,0000;15,0000;154,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200468;Material;17;Material de Informática;Outros;Material;30.17.00.003;Suprimentos para informática;;;3.3.90.30.17.00.003.9877;Pen drive, capacidade: armazenamento e memória de 32gb, características adicionais: interface usb 2.0 ou superior, compatível com sistema operacional microsoft windows 7 professional,microsoft windows 8.0,linux (kernel 2.4 ou versões superiores).;un;30,0000;17,0000;524,7000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200469;Material;17;Material de Informática;Outros;Material;30.17.00.003;Suprimentos para informática;;;3.3.90.30.17.00.003.9878;Pen drive, capacidade: armazenamento e memória de 64 gb, características adicionais: interface usb 2.0 ou superior, compatível com sistema operacional microsoft windows 7 professional, microsoft windows 8.0, linux (kernel 2.4 ou versões superiores).;un;35,0000;24,0000;840,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200470;Material;19;Material de Acondicionamento e Embalagem;Outros;Material;30.19.00.005;Garrafas, garrafões, galões, frascos e ampolas;;;3.3.90.30.19.00.005.10185;Garrafão retornável (vasilhame), material: plástico, com capacidade de 20 litros, para água mineral potável de mesa, transparente, vazio, com no mínimo 80% de sua vida útil.;un;240,0000;4,0000;960,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200471;Material;19;Material de Acondicionamento e Embalagem;Outros;Material;30.19.00.008;Contentores especiais;;;3.3.90.30.19.00.008.10187;Cesto para guarda de material, material: plástico flexível com alça anatômica, capacidade: acima de 20 litros, características adicionais: resistente ao frio e calor;un;10,0000;15,0000;150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200472;Material;20;Material de Cama, Mesa e Banho;Outros;Material;30.20.00.001;Artigo de cama, mesa e banho;;;3.3.90.30.20.00.001.10203;Toalha de mesa, material: 100% algodão, aplicação: mesa redonda, dimensões: 160 cm.;un;55,0000;111,0000;6152,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200473;Material;20;Material de Cama, Mesa e Banho;Outros;Material;30.20.00.001;Artigo de cama, mesa e banho;;;3.3.90.30.20.00.001.10204;Toalha de mesa, material: oxford 100% poliéster, dimensões: mínimo 200 x 200 cm, cor: a escolher.;un;55,0000;73,0000;4052,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200474;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9364;Raquete, aplicação: tênis de quadra, material: grafite, tamanho: 27 polegadas, peso: 260g, características técnicas mínimas: encordoada.;un;12,0000;300,0000;3600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200475;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10259;Copo descartável, Descrição: para água, confeccionado a partir de qualquer material atóxico, desde que seja comprovadamente biodegradável, para líquidos frios e quentes, capacidade mínima de 180 ml, Unidade de Fornecimento: pacote com 100 unidades.;pct;1300,0000;3,0000;4667,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200476;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10263;Garrafa térmica, material corpo: plástico, material cilindro: vidro espelhado, capacidade: 500 ml, formato: cilindrico, características mínimas: vedação térmica com bocal de torneira roscável e com tampa.;un;15,0000;17,0000;267,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200477;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10268;Copo vidro, material: vidro, capacidade: 300 ml, formato: cilíndrico, apresentação: liso;un;120,0000;4,0000;480,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200478;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10269;Xícara, material: porcelana branca, capacidade: 200 ml, aplicação: chá, características adicionais: com pires, de 1ª qualidade.;un;120,0000;11,0000;1320,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200479;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10270;Xícara, material: porcelana branca, capacidade: 50 ml, aplicação: café, características adicionais: com pires, de 1ª qualidade.;un;120,0000;7,0000;840,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200480;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10291;Bandeja, material: aço inox, dimensões mínimas: 47 x 31cm, formato: retangular, características adicionais: com alça.;un;10,0000;80,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200481;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10299;Jarra , aplicação: para água e sucos, capacidade: 1 litros, material: aço inox, características adicionais: com tampa, bico e alça.;un;24,0000;46,0000;1125,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200482;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10304;Bule chá, material: aço inox, capacidade: 600 ml, características adicionais: com tampa;un;10,0000;34,0000;349,9000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200483;Material;14;Material Educativo e Esportivo para Estoque no Órgão;Outros;Material;30.14.00.002;Material e utensílio para atividades esportivas;;;3.3.90.30.14.00.002.9365;Raquete, aplicação: badminton, material: alumínio e eixo de aço, peso: 85-110 gramas, características adicionais: encordoada de fábrica.;un;12,0000;31,0000;378,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200484;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10308;Prato de sobremesa, material: vidro temperado branco, diâmetro: 19 cm, características adicionais: 1ª qualidade;un;60,0000;6,0000;366,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200485;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10318;Prato, tipo: fundo, material: vidro temperado branco, diâmetro: mínimo de 22 cm.;un;60,0000;6,0000;383,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200486;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10321;Coador café, material: 100 % algodão com cabo de madeira, capacidade: 4 a 5 litros, tamanho: médio.;un;30,0000;4,0000;138,9000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200487;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10324;Faca serrilhada, material: aço inox, medidas: mínimo 30 cm, aplicação: cortar pães e outros, material cabo: polipropileno.;un;12,0000;7,0000;93,4800;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200488;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10332;Taça para água, material: vidro cristalizado, capacidade mínima: 200ml, características adicionais: com pé de 5cm de altura;un;120,0000;3,0000;466,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200489;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10342;Luvas plásticas, características mínimas: para manuseio de alimentos, transparente, descartável, tamanho único. Unidade de fornecimento: caixa com 100 unidades.;cx;10,0000;12,0000;129,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200490;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10343;Pote de plástico, tipo: redondo, material: em polipropileno, tranparente, com tampa, capacidade: mínimo 500 ml, características mínimas: resistência ao congelamento e a temperatura de 100°c.;un;15,0000;2,0000;44,8500;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200491;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10351;Pano de prato, material: 100% algodão, dimensões aproximadas : 45 x 70 cm.;un;20,0000;15,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200492;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.10352;Pano de prato, material: 100% algodão, dimensões mínimas: 45 x 70 cm.;un;10,0000;15,0000;150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200493;Material;22;Material de Limpeza e Produção de Higienização;Outros;Material;30.22.00.001;Artigos e utensílios para limpeza;;;3.3.90.30.22.00.001.10359;Saco para lixo, material: plástico, capacidade: 60 litros, cor: à escolher, unidade de fornecimento: pacote com 100 unidades.;pct;50,0000;10,0000;525,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200494;Material;22;Material de Limpeza e Produção de Higienização;Outros;Material;30.22.00.001;Artigos e utensílios para limpeza;;;3.3.90.30.22.00.001.10366;Saco para lixo, material: plástico, capacidade: 100 litros, cor: à escolher, unidade de fornecimento: pacote com 100 unidades.;pct;50,0000;23,0000;1199,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200495;Material;22;Material de Limpeza e Produção de Higienização;Outros;Material;30.22.00.001;Artigos e utensílios para limpeza;;;3.3.90.30.22.00.001.10390;Flanela limpeza, material: algodão, cor: amarela, comprimento: 60 cm, largura: 40 cm, características adicionais: com bainha;un;35,0000;2,0000;101,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;200496;Material;22;Material de Limpeza e Produção de Higienização;Outros;Material;30.22.00.001;Artigos e utensílios para limpeza;;;3.3.90.30.22.00.001.10403;Cesto para lixo, material: plástico, capacidade: 100 l, características adicionais: com tampa;un;10,0000;60,0000;605,0000;0,0000;02/09/2026
